"PID","Name","Affiliation","Duty","Conference","Year","City","State","Country","#Papers","#Citations"
"oaM-d7QAAAAJ","Vasilis Vassalos","Associate Professor of Informatics;Athens University of Economics and Business","PC","vldb","2016","New Delhi","Delhi","India",92,3242
"Q1mcglAAAAAJ","Haixun Wang","Director of Natural Language Processing atAmazon","PC","vldb","2016","New Delhi","Delhi","India",514,16010
"wLtu3FYAAAAJ","Wei Wang","Professor; School of Computer Science and Engineering;University of New South Wales","PC","vldb","2016","New Delhi","Delhi","India",120,7110
"RMaqDKAAAAAJ","Sai Wu","Zhejiang University","PC","vldb","2016","New Delhi","Delhi","India",57,2386
"15bmyOkAAAAJ","Chuan Xiao","Nagoya University","PC","vldb","2016","New Delhi","Delhi","India",53,1972
"iHevumsAAAAJ","Jeffrey Xu Yu","Chinese University of Hong Kong","PC","vldb","2016","New Delhi","Delhi","India",2774,18606
"6zswH_oAAAAJ","Cong Yu","Senior Staff Research Scientist; Google Research NYC","PC","vldb","2016","New Delhi","Delhi","India",108,6404
"13Nd-WcAAAAJ","Nan Zhang","University College Dublin","PC","vldb","2016","New Delhi","Delhi","India",21,188
"y6m820wAAAAJ","Xiaofang Zhou","Professor of Computer Science;University of Queensland","PC","vldb","2016","New Delhi","Delhi","India",611,8036
"jZgjlGUAAAAJ","Lei Zou","Professor","PC","vldb","2016","New Delhi","Delhi","India",83,1524
"K2jKdVMAAAAJ","Tiziana Catarci","Professor of Computer Engineering;Sapienza - UniversitÃ  di Roma","Vicechairs","icde","2018","Paris","Paris Region","France",368,5238
"tNmIw4MAAAAJ","Amr El Abbadi","Professor of Computer Science;UC Santa Barbara","Vicechairs","icde","2018","Paris","Paris Region","France",488,16984
"DuLgpaQAAAAJ","Meihui ZHANG","Beijing Institute of Technology","Vicechairs","icde","2018","Paris","Paris Region","France",36,781
"cSfl_CoAAAAJ","Mayukh Lahiri","Postdoctoral Associate; IQOQI;University of Vienna","Vicechairs","icde","2018","Paris","Paris Region","France",69,378
"GAlAgGsAAAAJ","Sonny Shiu-Hing Lo","Professor; HKU SPACE","Vicechairs","icde","2018","Paris","Paris Region","France",90,1006
"89WvmaAAAAAJ","Joseph G. L. Lee; PhD; MPH","East Carolina University","Vicechairs","icde","2018","Paris","Paris Region","France",57,1011
"G1Iux80AAAAJ","Timos Sellis","Professor and Institute Director;Swinburne University of Technology; Australia","Vicechairs","icde","2018","Paris","Paris Region","France",393,14020
"FI1rYesAAAAJ","Yannis Velegrakis","Professor of Computer Science;University of Trento","Vicechairs","icde","2018","Paris","Paris Region","France",136,2775
"B_GQDXMAAAAJ","Rachel Pottinger","Associate Professor of Computer Science;University of British Columbia","Vicechairs","icde","2018","Paris","Paris Region","France",58,2128
"j6KFCRAAAAAJ","Evimaria Terzi","Associate Professor of Computer Science;Boston University","Vicechairs","icde","2018","Paris","Paris Region","France",137,3587
"SKVnHakAAAAJ","H. V. Jagadish","Unknown affiliation","Vicechairs","icde","2018","Paris","Paris Region","France",474,32338
"clR6jhIAAAAJ","Jonathan P.  Goldstein","Professor of economics; Bowdoin Collebe","Vicechairs","icde","2018","Paris","Paris Region","France",46,566
"KHjLaWAAAAAJ","Mohamed A. Sharaf","TheUniversity of Queensland","Vicechairs","icde","2018","Paris","Paris Region","France",86,1451
"47sihrsAAAAJ","Ashraf Aboulnaga","Qatar Computing Research Institute; HBKU","Vicechairs","icde","2018","Paris","Paris Region","France",84,3384
"4_1z8yEAAAAJ","Spyros Blanas","Assistant Professor of Computer Science and Engineering; TheOhio State University","Vicechairs","icde","2018","Paris","Paris Region","France",23,1055
"YERhuN8AAAAJ","Slawek Staworko","Assistant Professor; University of Lille","Vicechairs","icde","2018","Paris","Paris Region","France",57,702
"mGPuiasAAAAJ","Shimin Chen","Institute of Computing Technology; Chinese Academy of Sciences","Vicechairs","icde","2018","Paris","Paris Region","France",42,2024
"IJAU8KoAAAAJ","bin cui","Professor of Computer Science;Peking University","Vicechairs","icde","2018","Paris","Paris Region","France",164,3104
"3r_xVvkAAAAJ","Evaggelia Pitoura","University of Ioannina; Greece","Vicechairs","icde","2018","Paris","Paris Region","France",266,6029
"WFFamJkAAAAJ","Gao Cong","Nanyang Technological University","Vicechairs","icde","2018","Paris","Paris Region","France",147,7076
"HCxwGIkAAAAJ","Demetris Zeinalipour","University of Cyprus","Vicechairs","icde","2018","Paris","Paris Region","France",124,2625
"wo20cPYAAAAJ","Christian S. Jensen","Aalborg University; Department of Computer Science","Vicechairs","icde","2018","Paris","Paris Region","France",780,25005
"ifU81ikAAAAJ","Karl Aberer","Professor of Computer and Communication Sciences;EPFL","Program Committee","icde","2018","Paris","Paris Region","France",667,16031
"W9ddrU8AAAAJ","Sandeep R Agrawal","Oracle Labs","Program Committee","icde","2018","Paris","Paris Region","France",7,31
"YdrkeNwAAAAJ","Anastasia Ailamaki","Professor of Computer and Communication Sciences.EPFL","Program Committee","icde","2018","Paris","Paris Region","France",312,10122
"RyXHY68AAAAJ","Manos Athanassoulis","Postdoctoral Researcher;Harvard University","Program Committee","icde","2018","Paris","Paris Region","France",26,521
"ck-yNM0AAAAJ","BAO ZHIFENG","RMIT University; Australia","Program Committee","icde","2018","Paris","Paris Region","France",96,1108
"4MDT20wAAAAJ","Klaus Berberich","htw saar;Max Planck Institute for Informatics; Saarland Informatics Campus","Program Committee","icde","2018","Paris","Paris Region","France",87,2381
"zpBeoc8AAAAJ","Laura Po","University of Modena and Reggio Emilia","Program Committee","icde","2018","Paris","Paris Region","France",41,361
"pHwxwjwAAAAJ","Laure Berti-Equille","Aix-Marseille University; Polytech / LIF; Marseille; France","Program Committee","icde","2018","Paris","Paris Region","France",118,1405
"EfuT9RoAAAAJ","Elisa Bertino","Professor of Computer Science; Director of Cyber Center;Purdue University","Program Committee","icde","2018","Paris","Paris Region","France",1488,35780
"R1Jt75cAAAAJ","Francesco Bonchi","Research Leader at the ISI Foundation","Program Committee","icde","2018","Paris","Paris Region","France",236,7585
"mQMC3aYAAAAJ","Rajesh Bordawekar","IBM T. J. Watson Research Center","Program Committee","icde","2018","Paris","Paris Region","France",135,3609
"w5bvD40AAAAJ","Yingyi Bu","Google","Program Committee","icde","2018","Paris","Paris Region","France",38,2205
"xiSS1ZIAAAAJ","Lei Cao","Postdoc of Computer Science;MIT","Program Committee","icde","2018","Paris","Paris Region","France",18,110
"QXyj0hkAAAAJ","Debin Zhao","Dept. of Computer Science;Harbin Institute of Technology","Program Committee","icde","2018","Paris","Paris Region","France",396,7398
"kJIkUagAAAAJ","Xin Cao","University of New South Wales(UNSW)","Program Committee","icde","2018","Paris","Paris Region","France",23,1467
"sHXqNl4AAAAJ","Adriane Chapman","Associate Professor of Computer Science;University of Southampton","Program Committee","icde","2018","Paris","Paris Region","France",53,2108
"chWbG70AAAAJ","Muhammad Aamir Cheema","Monash University","Program Committee","icde","2018","Paris","Paris Region","France",81,860
"2YD5wcEAAAAJ","Lisi Chen","Department of Computer Science; Hong Kong Baptist University","Program Committee","icde","2018","Paris","Paris Region","France",19,540
"gtglwgYAAAAJ","Lei Chen","Hong Kong University of Science and Technology","Program Committee","icde","2018","Paris","Paris Region","France",443,9806
"o-I3jsgAAAAJ","Shih-Chin (James) Cheng é„­ä¸–é€²","National Tsing Hua University; Institute of Molecular Medicine","Program Committee","icde","2018","Paris","Paris Region","France",36,2605
"S6L1eOMAAAAJ","Byron Choi","Associate Professor;Hong Kong Baptist University","Program Committee","icde","2018","Paris","Paris Region","France",114,1614
"KolmTncAAAAJ","Vassilis Christophides","Univ of Crete","Program Committee","icde","2018","Paris","Paris Region","France",199,5671
"srFoN_4AAAAJ","Antonios Deligiannakis","Associate Professor of Computer Science;Technical University of Crete","Program Committee","icde","2018","Paris","Paris Region","France",77,1971
"diEa5x0AAAAJ","G. Lagogiannis","Agricultural University of Athens","Program Committee","icde","2018","Paris","Paris Region","France",22,95
"2lZr6WsAAAAJ","Alin Deutsch","Professor of Computer Science;University of California San Diego","Program Committee","icde","2018","Paris","Paris Region","France",124,6108
"bshz1DEAAAAJ","Ahmed Eldawy","University of California; Riverside","Program Committee","icde","2018","Paris","Paris Region","France",48,1515
"KBiBATkAAAAJ","Mohamed Eltabakh","Assistant Professor in Computer Science;WPI","Program Committee","icde","2018","Paris","Paris Region","France",48,923
"gsE1VKUAAAAJ","Peter Fischer","Senior Staff ScientistLBNL| Adjunct Professor Physics UC Santa Cruz | APS Fellow | IEEE Fellow","Program Committee","icde","2018","Paris","Paris Region","France",332,5550
"87TyXPcAAAAJ","George H. L.  Fletcher","Eindhoven University of Technology","Program Committee","icde","2018","Paris","Paris Region","France",133,1104
"JxiXHvcAAAAJ","Lefteris Koumakis","Institute of Computer Science (ICS)  Foundation for Research and Technology - Hellas (FORTH)","Program Committee","icde","2018","Paris","Paris Region","France",62,359
"ww87pkcAAAAJ","Chadi Barakat","Research Scientist; Inria Sophia Antipolis; France","Program Committee","icde","2018","Paris","Paris Region","France",176,4583
"fYPVRLgAAAAJ","Jun Gao","University of Twente","Program Committee","icde","2018","Paris","Paris Region","France",14,655
"g0c3rmQAAAAJ","Jinyang Gao","National University of Singapore","Program Committee","icde","2018","Paris","Paris Region","France",11,178
"ocfGYhcAAAAJ","Jian Gao","ThePenn State University; The University of Arizona; Zhejiang University","Program Committee","icde","2018","Paris","Paris Region","France",28,591
"WemX9rAAAAAJ","Minos Garofalakis","Director; IMSI; Athena Research and Innovation Centre & Professor;Technical University of Crete","Program Committee","icde","2018","Paris","Paris Region","France",221,12551
"9mIBxkMAAAAJ","Wolfgang Gatterbauer","College of Computer and Information Science;Northeastern University","Program Committee","icde","2018","Paris","Paris Region","France",60,1195
"HEFGlx8AAAAJ","Dimitrios Georgakopoulos","Swinburne University of Technology","Program Committee","icde","2018","Paris","Paris Region","France",179,12185
"F4eflRgAAAAJ","Michael Gertz","Heidelberg University","Program Committee","icde","2018","Paris","Paris Region","France",234,5580
"lCdBR8cAAAAJ","Boris Glavic","Assistant Professor;Illinois Institute of Technology","Program Committee","icde","2018","Paris","Paris Region","France",67,639
"Fz-M2tkAAAAJ","Behzad Golshan","Research Scientist; Recruit Institute of Technology","Program Committee","icde","2018","Paris","Paris Region","France",20,103
"XG6dlLAAAAAJ","Xiong Gong","TheUniversity of Akron","Program Committee","icde","2018","Paris","Paris Region","France",269,18959
"8AiPiU0AAAAJ","Paolo Guagliardo","University of Edinburgh","Program Committee","icde","2018","Paris","Paris Region","France",23,144
"s3L_fj0AAAAJ","Francesco Guerra","University of Modena and Reggio Emilia","Program Committee","icde","2018","Paris","Paris Region","France",88,1091
"wx6jA30AAAAJ","Shenoda Guirguis","Senior Member of Technical Staff; Oracle Labs","Program Committee","icde","2018","Paris","Paris Region","France",18,160
"rDULxmwAAAAJ","Heli VÃ¤Ã¤tÃ¤jÃ¤","Tampere University of Technology","Program Committee","icde","2018","Paris","Paris Region","France",82,882
"jyykiFIAAAAJ","Herodotos Herodotou","Lecturer (tenure-track);Cyprus University of Technology","Program Committee","icde","2018","Paris","Paris Region","France",28,1662
"IBZL3aQAAAAJ","Allison A. Wing","Florida State University","Program Committee","icde","2018","Paris","Paris Region","France",13,355
"dQ-x9NQAAAAJ","Bill Howe","University of Washington","Program Committee","icde","2018","Paris","Paris Region","France",145,3276
"nKR2tGvMLFMC","Vagelis Hristidis (aka Evangelos Christidis)","Associate Professor of Computer Science;University of California - Riverside","Program Committee","icde","2018","Paris","Paris Region","France",135,6543
"xOEd-Z8AAAAJ","C. Ed Hsu","International MBA;National Cheng-Kung University","Program Committee","icde","2018","Paris","Paris Region","France",71,942
"MvGKdLoAAAAJ","Zhenjiang Hu","Professor;National Institute of Informatics","Program Committee","icde","2018","Paris","Paris Region","France",302,3927
"fjAgFSkAAAAJ","Nicole VINCENT","Professor of computer science;Paris descartes university","Program Committee","icde","2018","Paris","Paris Region","France",310,2180
"jCJDleAAAAAJ","Yoshiharu Ishikawa","Nagoya University","Program Committee","icde","2018","Paris","Paris Region","France",196,1711
"D2P2B0MAAAAJ","Chris Jermaine","Associate Professor of Computer Science;Rice University","Program Committee","icde","2018","Paris","Paris Region","France",98,2486
"2lpWTDYAAAAJ","Vana Kalogeraki","Associate Professor;Athens University of Economics and Business; AUEB","Program Committee","icde","2018","Paris","Paris Region","France",263,5875
"qXb4xQMAAAAJ","Murat Kantarcioglu","Professor of Computer Science;University of Texas at Dallas","Program Committee","icde","2018","Paris","Paris Region","France",299,8099
"GSQaeoQAAAAJ","Zoi Kaoudi","Qatar Computing Research Institute","Program Committee","icde","2018","Paris","Paris Region","France",34,566
"RLChs4QAAAAJ","Anastasios Kementsietsidis","Google Research","Program Committee","icde","2018","Paris","Paris Region","France",111,3580
"7PQN6r4AAAAJ","Daniel Kiefer","Max Planck Institute of Quantum Optics; Ludwig-Maximilian-University of Munich","Program Committee","icde","2018","Paris","Paris Region","France",95,1717
"DbusQz8AAAAJ","Birgitta KÃ¶nig-Ries","Heinz-Nixdorf Endowed Chair for Distributed Information Systems;University of Jena","Program Committee","icde","2018","Paris","Paris Region","France",267,2529
"f0Wc8tkAAAAJ","Nick Koudas","Professor of Computer Science;University of Toronto","Program Committee","icde","2018","Paris","Paris Region","France",245,15596
"h9mbv9MAAAAJ","Jae-Gil Lee","Associate Professor of Industrial and Systems Engineering;KAIST","Program Committee","icde","2018","Paris","Paris Region","France",59,3198
"9OdHL5wAAAAJ","Wang-Chien Lee","Pennsylvania State University","Program Committee","icde","2018","Paris","Paris Region","France",314,11854
"qFOwPNQAAAAJ","Viktor Leis","Technische UniversitÃ¤t MÃ¼nchen","Program Committee","icde","2018","Paris","Paris Region","France",26,511
"s-pXApcAAAAJ","Samuel Leong","Hong Kong Institute of Education","Program Committee","icde","2018","Paris","Paris Region","France",79,259
"jfdT_HIAAAAJ","Justin Levandoski","Microsoft Research","Program Committee","icde","2018","Paris","Paris Region","France",57,1722
"j6rglkYAAAAJ","Xuemin Lin","UNSWScientia Professor","Program Committee","icde","2018","Paris","Paris Region","France",297,10036
"VIwtdckAAAAJ","Ling Liu","Georgia Institute of Technology","Program Committee","icde","2018","Paris","Paris Region","France",775,20790
"BaChLEEAAAAJ","Xiulong Liu","hong kong polytechnic university","Program Committee","icde","2018","Paris","Paris Region","France",31,266
"MT_DWa4AAAAJ","Xuan Liu","AT&T Labs - Research","Program Committee","icde","2018","Paris","Paris Region","France",23,219
"h1mExmcAAAAJ","Hua Lu","Department of Computer Science;Aalborg University","Program Committee","icde","2018","Paris","Paris Region","France",106,2610
"SqAsppUAAAAJ","Qiong Luo","HKUST","Program Committee","icde","2018","Paris","Paris Region","France",160,7022
"vJUjFpQAAAAJ","Shuai Ma","Professor atBeihang University; Beijing; China","Program Committee","icde","2018","Paris","Paris Region","France",75,2441
"A0hv6xwAAAAJ","Ashwin Machanavajjhala","Assistant Professor;Duke University","Program Committee","icde","2018","Paris","Paris Region","France",90,6571
"a1ngrCIAAAAJ","Samuel Madden","MIT","Program Committee","icde","2018","Paris","Paris Region","France",363,41699
"jOvUDjYAAAAJ","Nikos Mamoulis","University of Ioannina","Program Committee","icde","2018","Paris","Paris Region","France",247,9692
"MVbJ9wQAAAAJ","rui mao","shenzhen university","Program Committee","icde","2018","Paris","Paris Region","France",79,613
"PH96F4oAAAAJ","Kiran Garimella","Aalto University","Program Committee","icde","2018","Paris","Paris Region","France",53,625
"ZPczFBAAAAAJ","Marta Mattoso","Professor of Computer Science; COPPE;Fed University Rio de Janeiro","Program Committee","icde","2018","Paris","Paris Region","France",305,4002
"dq6GHFwAAAAJ","Charalampos Mavroforakis","Boston University","Program Committee","icde","2018","Paris","Paris Region","France",11,100
"njKmu5cAAAAJ","Paolo Merialdo","Associate Professor;UniversitÃ  Roma Tre","Program Committee","icde","2018","Paris","Paris Region","France",110,3697
"zRbR5b8AAAAJ","Bernhard Mitschang","UniversitÃ¤t Stuttgart","Program Committee","icde","2018","Paris","Paris Region","France",291,2704
"evZ9Q9EAAAAJ","Davide Mottin","Postdoctoral researcher;Hasso Plattner Institute","Program Committee","icde","2018","Paris","Paris Region","France",20,170
"gg0HkEsAAAAJ","Emmanuel MÃ¼ller","Professor of Computer Science;Hasso Plattner Institute","Program Committee","icde","2018","Paris","Paris Region","France",105,1826
"reYJaYMAAAAJ","Raymond Ng","University of British Columbia","Program Committee","icde","2018","Paris","Paris Region","France",373,22806
"mADR4AYAAAAJ","Kjetil NÃ¸rvÃ¥g","Professor of Computer Science;Norwegian Univ. of Science and Technology","Program Committee","icde","2018","Paris","Paris Region","France",206,3051
"1poKDLsAAAAJ","Werner Nutt","Professor of Computer Science;Free University of Bozen-Bolzano","Program Committee","icde","2018","Paris","Paris Region","France",193,14725
"JaAonb0AAAAJ","Olga Papaemmanouil","Brandeis University","Program Committee","icde","2018","Paris","Paris Region","France",47,769
"YwoezYX7JVgJ","Paolo Papotti","Assist. Professor atEurecom","Program Committee","icde","2018","Paris","Paris Region","France",95,1408
"zV_MbA4AAAAJ","Abdul Quamar","Research Staff Member; IBM-Research Almaden","Program Committee","icde","2018","Paris","Paris Region","France",17,197
"XGzPuKEAAAAJ","Torben Bach Pedersen","Professor of Computer Science;Aalborg University","Program Committee","icde","2018","Paris","Paris Region","France",291,5530
"mVj8o7gAAAAJ","Konstantinos Pelechrinis","Associate Professor of Information Sciences;University of Pittsburgh","Program Committee","icde","2018","Paris","Paris Region","France",112,1484
"uwwHfssAAAAJ","Antonella Poggi","Ricercatore universitario;Sapienza UniversitÃ  di Roma","Program Committee","icde","2018","Paris","Paris Region","France",80,2652
"2ps8xkcAAAAJ","Giuseppe Scanniello","University of Basilicata","Program Committee","icde","2018","Paris","Paris Region","France",223,1571
"7yQLkCMAAAAJ","Danica Porobic","Oracle","Program Committee","icde","2018","Paris","Paris Region","France",21,131
"LFLG5pcAAAAJ","Krithi Ramamritham","Indian Institute of Technology Bombay","Program Committee","icde","2018","Paris","Paris Region","France",556,20972
"K4w5qYUAAAAJ","Sayan Ranu","IIT Delhi","Program Committee","icde","2018","Paris","Paris Region","France",49,465
"ZUzG5igAAAAJ","Theodoros Rekatsinas","Assistant Professor;University of Wisconsin-Madison","Program Committee","icde","2018","Paris","Paris Region","France",23,207
"47gh3JkAAAAJ","Matthias Renz; Associate Professor","Computational and Data Science;George Mason University","Program Committee","icde","2018","Paris","Paris Region","France",153,2407
"WHug6IAAAAAJ","Juan Reutter","Pontificia Universidad CatÃ³lica","Program Committee","icde","2018","Paris","Paris Region","France",51,667
"qz6YaN4AAAAJ","Mirek Riedewald","Associate Professor of Computer Science;Northeastern University","Program Committee","icde","2018","Paris","Paris Region","France",75,3116
"5okzSN0AAAAJ","Matteo Riondato","Two Sigma Labs and Brown University CS","Program Committee","icde","2018","Paris","Paris Region","France",19,538
"Lx9fbJoAAAAJ","Mohammad Sadoghi","Assistant Professor; UC Davis","Program Committee","icde","2018","Paris","Paris Region","France",89,850
"t7z2V78AAAAJ","Kenneth Salem","Professor of Computer Science;University of Waterloo","Program Committee","icde","2018","Paris","Paris Region","France",107,6018
"XxQq8nsAAAAJ","Semih Salihoglu","Asst. Prof.;University of Waterloo","Program Committee","icde","2018","Paris","Paris Region","France",25,820
"nAGXeFkAAAAJ","Pierangela Samarati","Universita` degli Studi di Milano","Program Committee","icde","2018","Paris","Paris Region","France",453,23357
"M7whMe0AAAAJ","Prasenjit Sarkar","Unknown affiliation","Program Committee","icde","2018","Paris","Paris Region","France",15,235
"IJECSdkAAAAJ","Marco Serafini","Scientist at Qatar Computing Research Institute (QCRI) - HBKU","Program Committee","icde","2018","Paris","Paris Region","France",54,756
"OFlBSEEAAAAJ","J. Shane Culpepper","RMIT University","Program Committee","icde","2018","Paris","Paris Region","France",78,857
"wmleQ1QAAAAJ","Anna C Squicciarini","Pennsylvania State University","Program Committee","icde","2018","Paris","Paris Region","France",225,3622
"Lck1uq8AAAAJ","Kostas Stefanidis","Associate Professor;University of Tampere","Program Committee","icde","2018","Paris","Paris Region","France",89,1030
"pyZ_FH4AAAAJ","Ryan Stutsman","School of Computing;University of Utah","Program Committee","icde","2018","Paris","Paris Region","France",40,1624
"FmRpFsoAAAAJ","Letizia Tanca","Professor of Databases and Technologies for Information Systems -Politecnico di Milano","Program Committee","icde","2018","Paris","Paris Region","France",280,5627
"poXWlycAAAAJ","Tang Nan","Qatar Computing Research Institute","Program Committee","icde","2018","Paris","Paris Region","France",64,1452
"Hp8UvrcAAAAJ","Dina Thomas","IIT Bombay; Stanford University; Oracle America Inc","Program Committee","icde","2018","Paris","Paris Region","France",8,96
"RaINcuUAAAAJ","Hanghang Tong","Arizona State University","Program Committee","icde","2018","Paris","Paris Region","France",237,6823
"Avus2kcAAAAJ","Goce Trajcevski","Dept. of EECS;Northwestern University","Program Committee","icde","2018","Paris","Paris Region","France",159,4465
"seXHg1QAAAAJ","PETER TRIANTAFILLOU","Professor; Chair of Data Systems; Computer Science;University of Warwick","Program Committee","icde","2018","Paris","Paris Region","France",182,3082
"Rmds8IcAAAAJ","Panayiotis Tsaparas","Associate Professor; Department of Computer Science and Engineering;University of Ioannina; Greece","Program Committee","icde","2018","Paris","Paris Region","France",74,3670
"fUTN90MAAAAJ","Vassilis J. Tsotras","Professor; Department of Computer Science and Engineering;University of California; Riverside","Program Committee","icde","2018","Paris","Paris Region","France",235,6719
"IS2FI1oAAAAJ","Dimitrios Tsoumakos","Associate Professor; Department of Informatics;Ionian University","Program Committee","icde","2018","Paris","Paris Region","France",96,1638
"wYQ-rAQAAAAJ","Antti Ukkonen","Academy Research Fellow;University of Helsinki","Program Committee","icde","2018","Paris","Paris Region","France",54,1441
"7xp4lKgAAAAJ","Stijn Vansummeren","Professor of Computer Science;UniversitÃ© Libre de Bruxelles","Program Committee","icde","2018","Paris","Paris Region","France",79,1472
"qfCah3sAAAAJ","Nalini Venkatasubramanian","Professor of Computer Science;Unviersity of California; Irvine","Program Committee","icde","2018","Paris","Paris Region","France",372,5222
"ZxgGJMwAAAAJ","Stratis Viglas","Professor; Computer Science; School of Informatics;University of Edinburgh","Program Committee","icde","2018","Paris","Paris Region","France",66,3751
"Dc7akeoAAAAJ","Jian-Sheng Wang","Department of Physics;National University of Singapore","Program Committee","icde","2018","Paris","Paris Region","France",251,13476
"wLtu3FYAAAAJ","Wei Wang","Professor; School of Computer Science and Engineering;University of New South Wales","Program Committee","icde","2018","Paris","Paris Region","France",120,7110
"46Dd4v4AAAAJ","Wei Wang","National University of Singapore","Program Committee","icde","2018","Paris","Paris Region","France",8,204
"Inqu8SkAAAAJ","Limsoon Wong é»„ä»»ç¥¥","KITHCT Professor of Computer Science & Professor of Pathology;National University of Singapore","Program Committee","icde","2018","Paris","Paris Region","France",400,13235
"7WFEUNUAAAAJ","Akrivi Vlachou","Unknown affiliation","Program Committee","icde","2018","Paris","Paris Region","France",57,1529
"X53rkecAAAAJ","Eugene Wu","Columbia University","Program Committee","icde","2018","Paris","Paris Region","France",73,3568
"RMaqDKAAAAAJ","Sai Wu","Zhejiang University","Program Committee","icde","2018","Paris","Paris Region","France",57,2386
"jJ8BLgsAAAAJ","Li Xiong","Emory University","Program Committee","icde","2018","Paris","Paris Region","France",182,5861
"LJNsBeoAAAAJ","Jianliang Xu (å¾å»ºè‰¯)","Professor of Computer Science;Hong Kong Baptist University","Program Committee","icde","2018","Paris","Paris Region","France",945,7011
"iHevumsAAAAJ","Jeffrey Xu Yu","Chinese University of Hong Kong","Program Committee","icde","2018","Paris","Paris Region","France",2774,18606
"zMYeuzMAAAAJ","Xiaochun Yang","Professor of Computer Science;Northeastern University; China","Program Committee","icde","2018","Paris","Paris Region","France",968,11404
"kbphsU0AAAAJ","Xiaoyan Yang","Clemson University","Program Committee","icde","2018","Paris","Paris Region","France",5,14
"qjBQhoUAAAAJ","Bin Yang (æ¨å½¬)","Aalborg University","Program Committee","icde","2018","Paris","Paris Region","France",52,1339
"l7FSy98AAAAJ","Junjie Yao","Associate Professor;East China Normal University","Program Committee","icde","2018","Paris","Paris Region","France",29,606
"JJsBmhYAAAAJ","Hongzhi Yin","TheUniversity of Queensland","Program Committee","icde","2018","Paris","Paris Region","France",75,1012
"pHMIJG8AAAAJ","Ting Yu","Qatar Computing Research Institute (QCRI)","Program Committee","icde","2018","Paris","Paris Region","France",132,5059
"Xk6QwMgAAAAJ","Quan Yuan","Facebook","Program Committee","icde","2018","Paris","Paris Region","France",35,1050
"6-SBOoIAAAAJ","Ye Yuan","Northeastern Univsersity; China","Program Committee","icde","2018","Paris","Paris Region","France",303,4248
"fv1GAB8AAAAJ","Vladimir Zadorozhny","Associate Professor; School of Computing and Information;University of PIttsburgh","Program Committee","icde","2018","Paris","Paris Region","France",122,1075
"sTAoZeUAAAAJ","Arkady Zaslavsky","Data61 @CSIRO; Monash University; Lulea University of Technology(Sweden)","Program Committee","icde","2018","Paris","Paris Region","France",489,8181
"y5Jl2xsAAAAJ","Nan Zhang","Indiana University; Bloomington","Program Committee","icde","2018","Paris","Paris Region","France",14,237
"EkrwLHoAAAAJ","Ce Zhang","Dr.","Program Committee","icde","2018","Paris","Paris Region","France",21,470
"nYN9A3IAAAAJ","Zhang Dongxiang","University of Electronic Science and Technology of China","Program Committee","icde","2018","Paris","Paris Region","France",54,1002
"Htf2zbsAAAAJ","Rui Zhang","Assistant Professor; Department of Computer and Information Sciences;University of Delaware","Program Committee","icde","2018","Paris","Paris Region","France",45,1272
"EM-l50cAAAAJ","Kai Zheng","Professor of Computer Science;University of Electronic Science and Technology of China","Program Committee","icde","2018","Paris","Paris Region","France",124,1607
"y6m820wAAAAJ","Xiaofang Zhou","Professor of Computer Science;University of Queensland","Program Committee","icde","2018","Paris","Paris Region","France",611,8036
"s-FDyf4AAAAJ","Andreas ZÃ¼fle","Assistant Professor atGeorge Mason University","Program Committee","icde","2018","Paris","Paris Region","France",82,1105
"81cvn3sAAAAJ","Yannis Papakonstantinou","UCSD","Program Committee Chairs","icde","2017","San Diego","California","USA",189,14689
"VghIYWEAAAAJ","Yanlei Diao","Professor of Computer Science;University of Massachusetts Amherst","Program Committee Chairs","icde","2017","San Diego","California","USA",92,5324
"gtglwgYAAAAJ","Lei Chen","Hong Kong University of Science and Technology","Area Chairs","icde","2017","San Diego","California","USA",443,9806
"7R7MSb4AAAAJ","Reynold Cheng","Associate Professor of Computer Science;University of Hong Kong","Area Chairs","icde","2017","San Diego","California","USA",1040,5957
"9mIBxkMAAAAJ","Wolfgang Gatterbauer","College of Computer and Information Science;Northeastern University","Area Chairs","icde","2017","San Diego","California","USA",60,1195
"RogYLKYAAAAJ","Bingsheng He; ä½•ä¸™èƒœ","Associate Professor; Department of Computer Science;National University of Singapore","Area Chairs","icde","2017","San Diego","California","USA",218,5330
"rg6Bl5YAAAAJ","Stratos Idreos","Harvard School of Engineering and Applied Sciences","Area Chairs","icde","2017","San Diego","California","USA",109,2540
"D2P2B0MAAAAJ","Chris Jermaine","Associate Professor of Computer Science;Rice University","Area Chairs","icde","2017","San Diego","California","USA",98,2486
"lWw-l1EAAAAJ","Chen Li","University of California; Irvine","Area Chairs","icde","2017","San Diego","California","USA",5,53
"mlafJ6wAAAAJ","Gerome Miklau","Professor of Computer Science;University of Massachusetts; Amherst","Area Chairs","icde","2017","San Diego","California","USA",87,5042
"dwxm_CoAAAAJ","M. Tamer Ã–zsu","Professor of Computer Science;University of Waterloo","Area Chairs","icde","2017","San Diego","California","USA",378,15368
"JaAonb0AAAAJ","Olga Papaemmanouil","Brandeis University","Area Chairs","icde","2017","San Diego","California","USA",47,769
"j6KFCRAAAAAJ","Evimaria Terzi","Associate Professor of Computer Science;Boston University","Area Chairs","icde","2017","San Diego","California","USA",137,3587
"X53rkecAAAAJ","Eugene Wu","Columbia University","Area Chairs","icde","2017","San Diego","California","USA",73,3568
