PID,Duty, Title, Author, Co-Author1, Co-Author2, Co-Author3, Co-Author4, Co-Author5, Conference, Year, #Citations
0EWw1z8AAAAJ,PC@VLDB, Pseudo test collections for learning web search ranking functions, Nima Asadi,  Donald Metzler,  Tamer Elsayed,  Jimmy Lin, , , Proceedings of the 34th international ACM SIGIR conference on Research and development in Information Retrieval,2011,16
0EWw1z8AAAAJ,PC@VLDB, Using visualizations to monitor changes and harvest insights from a global-scale logging infrastructure at Twitter, Krist Wongsuphasawat,  Jimmy Lin, , , , , Visual Analytics Science and Technology (VAST); 2014 IEEE Conference on,2014,15
0EWw1z8AAAAJ,PC@VLDB, Evaluation as a service for information retrieval, Jimmy Lin,  Miles Efron, , , , , ACM SIGIR Forum,2013,15
0EWw1z8AAAAJ,PC@VLDB, Twanchor text: a preliminary study of the value of tweets as anchor text, Gilad Mishne,  Jimmy Lin, , , , , Proceedings of the 35th international ACM SIGIR conference on Research and development in information retrieval,2012,15
0EWw1z8AAAAJ,PC@VLDB, Elements of a computational model for multi®πparty discourse: The turn®πtaking behavior of Supreme Court justices, Timothy Hawes,  Jimmy Lin,  Philip Resnik, , , , Journal of the Association for Information Science and Technology,2009,15
0EWw1z8AAAAJ,PC@VLDB, Evaluating summaries and answers: two sides of the same coin?, Jimmy Lin,  Dina Demner-Fushman, , , , , Proceedings of the ACL Workshop on Intrinsic and Extrinsic Evaluation Measures for Machine Translation and/or Summarization,2005,15
0EWw1z8AAAAJ,PC@VLDB, On building better mousetraps and understanding the human condition: Reflections on big data in the social sciences, Jimmy Lin, , , , , , The ANNALS of the American Academy of Political and Social Science,2015,14
0EWw1z8AAAAJ,PC@VLDB, Temporal relevance profiles for tweet search, Jimmy Lin,  Miles Efron, , , , , SIGIR Workshop on Time-aware Information Access,2013,14
0EWw1z8AAAAJ,PC@VLDB, Dynamic cutoff prediction in multi-stage retrieval systems, J Shane Culpepper,  Charles LA Clarke,  Jimmy Lin, , , , Proceedings of the 21st Australasian Document Computing Symposium,2016,13
0EWw1z8AAAAJ,PC@VLDB, Simple dynamic emission strategies for microblog filtering, Luchen Tan,  Adam Roegiest,  Charles LA Clarke,  Jimmy Lin, , , Proceedings of the 39th International ACM SIGIR conference on Research and Development in Information Retrieval,2016,13
0EWw1z8AAAAJ,PC@VLDB, Overview of the TREC 2016 real-time summarization track, Jimmy Lin,  Adam Roegiest,  Luchen Tan,  Richard McCreadie,  Ellen Voorhees,  Fernando Diaz, Proceedings of the 25th text retrieval conference; TREC,2016,13
0EWw1z8AAAAJ,PC@VLDB, CWI and TU Delft at TREC 2013: Contextual suggestion; federated web search; KBA; and web tracks, Alejandro Bellog√≠n,  Gebrekirstos G Gebremeskel,  Jiyin He,  Jimmy Lin,  Alan Said,  Thaer Samar, Proceedings of the Text REtrieval Conference (TREC),2013,13
0EWw1z8AAAAJ,PC@VLDB, When close enough is good enough: approximate positional indexes for efficient ranked retrieval, Tamer Elsayed,  Jimmy Lin,  Donald Metzler, , , , Proceedings of the 20th ACM international conference on Information and knowledge management,2011,13
0EWw1z8AAAAJ,PC@VLDB, Syntactic sentence compression in the biomedical domain: facilitating access to related articles, Jimmy Lin,  W John Wilbur, , , , , Information Retrieval,2007,13
0EWw1z8AAAAJ,PC@VLDB, Deconstructing nuggets: the stability and reliability of complex question answering evaluation, Jimmy Lin,  Pengyi Zhang, , , , , Proceedings of the 30th annual international ACM SIGIR conference on Research and development in information retrieval,2007,13
0EWw1z8AAAAJ,PC@VLDB, A comparison of Document-at-a-Time and Score-at-a-Time query evaluation, Matt Crane,  J Shane Culpepper,  Jimmy Lin,  Joel Mackenzie,  Andrew Trotman, , Proceedings of the Tenth ACM International Conference on Web Search and Data Mining,2017,12
0EWw1z8AAAAJ,PC@VLDB, Distilling massive amounts of data into simple visualizations: Twitter case studies, Miguel Rios,  Jimmy Lin, , , , , Workshop on Social Media Visualization at ICWSM,2012,12
0EWw1z8AAAAJ,PC@VLDB, Exploring the effectiveness of related article search in PubMed, Jimmy Lin,  Michael Dicuccio,  Vahan Grigoryan,  W John Wilbur, , , College of Information Studies; University of Maryland; College Park,2007,12
0EWw1z8AAAAJ,PC@VLDB," Visualizing the"" Pulse"" of World Cities on Twitter.", Miguel Rios,  Jimmy J Lin, , , , , ICWSM,2013,11
0EWw1z8AAAAJ,PC@VLDB, Why not grab a free lunch?: mining large corpora for parallel sentences to improve translation modeling, Ferhan Ture,  Jimmy Lin, , , , , Proceedings of the 2012 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies,2012,11
0EWw1z8AAAAJ,PC@VLDB, Assessing the term independence assumption in blind relevance feedback, Jimmy Lin,  G Craig Murray, , , , , Proceedings of the 28th annual international ACM SIGIR conference on Research and development in information retrieval,2005,11
0EWw1z8AAAAJ,PC@VLDB, Reproducible experiments on lexical and temporal feedback for tweet search, Jinfeng Rao,  Jimmy Lin,  Miles Efron, , , , European Conference on Information Retrieval,2015,10
0EWw1z8AAAAJ,PC@VLDB, Old dogs are great at new tricks: Column stores for IR prototyping, Hannes M√ºhleisen,  Thaer Samar,  Jimmy Lin,  Arjen De Vries, , , Proceedings of the 37th international ACM SIGIR conference on Research & development in information retrieval,2014,10
0EWw1z8AAAAJ,PC@VLDB, Do recommendations matter?: news recommendation in real life, Alan Said,  Alejandro Bellog√≠n,  Jimmy Lin,  Arjen de Vries, , , Proceedings of the companion publication of the 17th ACM conference on Computer supported cooperative work & social computing,2014,10
0EWw1z8AAAAJ,PC@VLDB, Dynamic memory allocation policies for postings in real-time twitter search, Nima Asadi,  Jimmy Lin,  Michael Busch, , , , Proceedings of the 19th ACM SIGKDD international conference on Knowledge discovery and data mining,2013,10
0EWw1z8AAAAJ,PC@VLDB, Fast candidate generation for two-phase document ranking: postings list intersection with bloom filters, Nima Asadi,  Jimmy Lin, , , , , Proceedings of the 21st ACM international conference on Information and knowledge management,2012,10
0EWw1z8AAAAJ,PC@VLDB, Automatic management of partitioned; replicated search services, Florian Leibert,  Jake Mannix,  Jimmy Lin,  Babak Hamadani, , , Proceedings of the 2nd ACM Symposium on Cloud Computing,2011,10
0EWw1z8AAAAJ,PC@VLDB, Computational linguistics for metadata building (CLiMB): using text mining for the automatic identification; categorization; and disambiguation of subject terms for im..., Judith L Klavans,  Carolyn Sheffield,  Eileen Abels,  Jimmy Lin,  Rebecca Passonneau,  Tandeep Sidhu, Multimedia Tools and Applications,2009,10
0EWw1z8AAAAJ,PC@VLDB, A Menagerie of Tracks at Maryland: HARD; Enterprise; QA; and Genomics; Oh My!, Jimmy Lin,  Eileen Abels,  Dina Demner-Fushman,  Douglas W Oard,  Philip Wu,  Yejun Wu, *,2006,10
0EWw1z8AAAAJ,PC@VLDB, Language and compiler design for streaming applications, William Thies,  Michael I Gordon,  Michal Karczmarek,  Jasper Lin,  David Maze,  Rodric M Rabbah, Parallel and Distributed Processing Symposium; 2004. Proceedings. 18th International,2004,10
0EWw1z8AAAAJ,PC@VLDB, The historical background, Viola Klein, , , , , , Women: A feminist perspective. Palo Alto; California: Mayfield Publishing Company,1975,10
0EWw1z8AAAAJ,PC@VLDB, GraphJet: real-time content recommendations at twitter, Aneesh Sharma,  Jerry Jiang,  Praveen Bommannavar,  Brian Larson,  Jimmy Lin, , Proceedings of the VLDB Endowment,2016,9
0EWw1z8AAAAJ,PC@VLDB, Do multiple listeners to the public Twitter sample stream receive the same tweets, Jiaul H Paik,  Jimmy Lin, , , , , SIGIR Workshop on Temporal; Social and Spatially-Aware Information Access,2015,9
0EWw1z8AAAAJ,PC@VLDB, Partitioning strategies for spatio-textual similarity join, Jinfeng Rao,  Jimmy Lin,  Hanan Samet, , , , Proceedings of the 3rd ACM SIGSPATIAL International Workshop on Analytics for Big Geospatial Data,2014,9
0EWw1z8AAAAJ,PC@VLDB, Cloud 9: A MapReduce library for hadoop, Jimmy Lin, , , , , , *,2010,9
0EWw1z8AAAAJ,PC@VLDB, User simulations for evaluating answers to question series, Jimmy Lin, , , , , , Information processing & management,2007,9
0EWw1z8AAAAJ,PC@VLDB, An exploration of evaluation metrics for mobile push notifications, Luchen Tan,  Adam Roegiest,  Jimmy Lin,  Charles LA Clarke, , , Proceedings of the 39th International ACM SIGIR conference on Research and Development in Information Retrieval,2016,8
0EWw1z8AAAAJ,PC@VLDB, Interleaved evaluation for retrospective summarization and prospective notification on document streams, Xin Qian,  Jimmy Lin,  Adam Roegiest, , , , Proceedings of the 39th International ACM SIGIR conference on Research and Development in Information Retrieval,2016,8
0EWw1z8AAAAJ,PC@VLDB, Desiderata for exploratory search interfaces to web archives in support of scholarly activities, Andrew Jackson,  Jimmy Lin,  Ian Milligan,  Nick Ruest, , , Proceedings of the 16th ACM/IEEE-CS on Joint Conference on Digital Libraries,2016,8
0EWw1z8AAAAJ,PC@VLDB, Learning to efficiently rank on big data, Lidan Wang,  Jimmy Lin,  Donald Metzler,  Jiawei Han, , , Proceedings of the 23rd International Conference on World Wide Web,2014,8
0EWw1z8AAAAJ,PC@VLDB, Visual analytics of MOOCs at maryland, Zhengzheng Xu,  Dan Goldwasser,  Benjamin B Bederson,  Jimmy Lin, , , Proceedings of the first ACM conference on Learning@ scale conference,2014,8
0EWw1z8AAAAJ,PC@VLDB, Overview of the trec 2003 question-answering track, Wesley Hildebrandt,  Boris Katz,  Jimmy Lin, , , , Proceedings of the 2004 Human Language Technology Conference and the North American Chapter of the Association for Computational Linguistics Annual Meeting (HLT/NAACL 2004),2004,8
0EWw1z8AAAAJ,PC@VLDB, Event Structure and the Encoding of Arguments: The Syntax of the English and Mandarin Verb Phrase, Jimmy Lin, , , , , , *,2004,8
0EWw1z8AAAAJ,PC@VLDB, Content selection and curation for web archiving: The gatekeepers vs. the masses, Ian Milligan,  Nick Ruest,  Jimmy Lin, , , , Proceedings of the 16th ACM/IEEE-CS on Joint Conference on Digital Libraries,2016,7
0EWw1z8AAAAJ,PC@VLDB, UMD-TTIC-UW at SemEval-2016 Task 1: Attention-based multi-perspective convolutional neural networks for textual similarity measurement, Hua He,  John Wieting,  Kevin Gimpel,  Jinfeng Rao,  Jimmy Lin, , Proceedings of the 10th International Workshop on Semantic Evaluation (SemEval-2016),2016,7
0EWw1z8AAAAJ,PC@VLDB, Exploiting representations from statistical machine translation for cross-language information retrieval, Ferhan Ture,  Jimmy Lin, , , , , ACM Transactions on Information Systems (TOIS),2014,7
0EWw1z8AAAAJ,PC@VLDB, The impact of future term statistics in real-time tweet search, Yulu Wang,  Jimmy Lin, , , , , European Conference on Information Retrieval,2014,7
0EWw1z8AAAAJ,PC@VLDB, Brute-Force Approaches to Batch Retrieval: Scalable Indexing with MapReduce; or Why Bother?, Tamer Elsayed,  Ferhan Ture,  Jimmy Lin, , , , *,2010,7
0EWw1z8AAAAJ,PC@VLDB," "" Bag of words"" is not enough for strength of evidence classification.", Jimmy Lin,  Dina Demner-Fushman, , , , , AMIA... Annual Symposium proceedings. AMIA Symposium,2005,7
0EWw1z8AAAAJ,PC@VLDB, Are degree achievements really achievements, Jimmy Lin, , , , , , Proceedings of the 9th International Symposium on Chinese Languages and Linguistics; Taipei: Graduate Institute of Linguistics; National Taiwan University,2004,7
0EWw1z8AAAAJ,PC@VLDB, Blitz: A preprocessor for detecting context-independent linguistic structures, Boris Katz,  Deniz Yuret,  Jimmy Lin,  Sue Felshin,  Rebecca Schulman,  Adnan Ilik, Proceedings of the 5th Pacific Rim Conference on Artificial Intelligence (PRICAI®π98),1998,7
0EWw1z8AAAAJ,PC@VLDB, Compressing and decoding term statistics time series, Jinfeng Rao,  Xing Niu,  Jimmy Lin, , , , European Conference on Information Retrieval,2016,6
0EWw1z8AAAAJ,PC@VLDB, Identifying duplicate and contradictory information in wikipedia, Sarah Weissman,  Samet Ayhan,  Joshua Bradley,  Jimmy Lin, , , Proceedings of the 15th ACM/IEEE-CS Joint Conference on Digital Libraries,2015,6
0EWw1z8AAAAJ,PC@VLDB, Towards Efficient Large-Scale Feature-Rich Statistical Machine Translation, Vladimir Eidelman,  Ke Wu,  Ferhan Ture,  Philip Resnik,  Jimmy Lin, , Proceedings of the Eighth Workshop on Statistical Machine Translation,2013,6
0EWw1z8AAAAJ,PC@VLDB, Evaluating real-time search over tweets, Dean McCullough,  Jimmy Lin,  Craig Macdonald,  Iadh Ounis,  Richard McCreadie, , Sixth International AAAI Conference on Weblogs and Social Media,2012,6
0EWw1z8AAAAJ,PC@VLDB, Toward automatic facet analysis and need negotiation: Lessons from mediated search, Jimmy Lin,  Philip Wu,  Eileen Abels, , , , ACM Transactions on Information Systems (TOIS),2008,6
0EWw1z8AAAAJ,PC@VLDB, Situated question answering in the clinical domain: selecting the best drug treatment for diseases, Dina Demner-Fushman,  Jimmy Lin, , , , , Proceedings of the Workshop on Task-Focused Summarization and Question Answering,2006,6
0EWw1z8AAAAJ,PC@VLDB, Leveraging reusability: Cost-effective lexical acquisition for large-scale ontology translation, G Craig Murray,  Bonnie J Dorr,  Jimmy Lin,  Jan Haji,  Pavel Pecina, , Proceedings of the 21st International Conference on Computational Linguistics and the 44th annual meeting of the Association for Computational Linguistics,2006,6
0EWw1z8AAAAJ,PC@VLDB, The roles of natural language and xml in the semantic web, Graham Wilcock,  P Buitleaar,  Antonio Pareja-Lora,  Barrett Bryant,  Jimmy Lin,  Nancy Ide, Huang; CR; Lenders; W,2004,6
0EWw1z8AAAAJ,PC@VLDB, Estimating topical volume in social media streams, Praveen Bommannavar,  Jimmy Lin,  Anand Rajaraman, , , , Proceedings of the 31st Annual ACM Symposium on Applied Computing,2016,5
0EWw1z8AAAAJ,PC@VLDB, Scaling down distributed infrastructure on wimpy machines for personal Web archiving, Jimmy Lin, , , , , , Proceedings of the 24th International Conference on World Wide Web,2015,5
0EWw1z8AAAAJ,PC@VLDB, On run diversity in evaluation as a service, Ellen M Voorhees,  Jimmy Lin,  Miles Efron, , , , Proceedings of the 37th international ACM SIGIR conference on Research & development in information retrieval,2014,5
0EWw1z8AAAAJ,PC@VLDB, Monoidify! monoids as a design principle for efficient mapreduce algorithms, Jimmy Lin, , , , , , arXiv preprint arXiv:1304.7544,2013,5
0EWw1z8AAAAJ,PC@VLDB, Massively parallel suffix array queries and on-demand phrase extraction for statistical machine translation using gpus, Hua He,  Jimmy Lin,  Adam Lopez, , , , Proceedings of the 2013 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies,2013,5
0EWw1z8AAAAJ,PC@VLDB, Summarization. Encyclopedia of Database Systems, Jimmy Lin,  M Ozsu,  L Liu, , , , *,2009,5
0EWw1z8AAAAJ,PC@VLDB, PageRank without Hyperlinks: Reranking with related document networks, Jimmy Lin, , , , , , *,2008,5
0EWw1z8AAAAJ,PC@VLDB, Computational linguistics for metadata building (CLiMB) Text mining for the automatic extraction of subject terms for image metadata, Judith Klavans,  Tandeep Sidhu,  Carolyn Sheffield,  Dagobert Soergel,  Jimmy Lin,  Eileen Abels, Proceedings from: VISAPP Workshop Metadata Mining for Image Understanding. Madeira; Portugal,2008,5
0EWw1z8AAAAJ,PC@VLDB, Multiple Alternative Sentence Compressions and Word-Pair Antonymy for Automatic Text Summarization and Recognizing Textual Entailment., Saif Mohammad,  Bonnie J Dorr,  Melissa Egan,  Nitin Madnani,  David M Zajic,  Jimmy J Lin, TAC,2008,5
0EWw1z8AAAAJ,PC@VLDB, Concept disambiguation for improved subject access using multiple knowledge sources, Tandeep Sidhu,  Judith Klavans,  Jimmy Lin, , , , Proceedings of the Workshop on Language Technology for Cultural Heritage Data (LaTeCH 2007).,2007,5
0EWw1z8AAAAJ,PC@VLDB, TREC 2007 ciQA Task: University of Maryland., Nitin Madnani,  Jimmy J Lin,  Bonnie J Dorr, , , , TREC,2007,5
0EWw1z8AAAAJ,PC@VLDB, Exploring the limits of single-iteration clarification dialogs, Jimmy Lin,  Philip Wu,  Dina Demner-Fushman,  Eileen Abels, , , Proceedings of the 29th annual international ACM SIGIR conference on Research and development in information retrieval,2006,5
0EWw1z8AAAAJ,PC@VLDB, Representation of information needs and the elements of context: A case study in the domain of clinical medicine, Jimmy Lin,  DD Fushman, , , , , ACM SIGIR 2005 Workshop on Information Retrieval in Context (IRiX),2005,5
0EWw1z8AAAAJ,PC@VLDB, Fine-grained lexical semantic representations and compositionally-derived events in Mandarin Chinese, Jimmy Lin, , , , , , Proceedings of the HLT-NAACL Workshop on Computational Lexical Semantics,2004,5
0EWw1z8AAAAJ,PC@VLDB, Viewing the Web as a Virtual Database for Question Answering., Boris Katz,  Sue Felshin,  Jimmy J Lin,  Gregory Marton, , , New Directions in Question Answering,2004,5
0EWw1z8AAAAJ,PC@VLDB, Better public policy through natural language information access, Boris Katz,  Roger Hurwitz,  Jimmy J Lin,  Ozlem Uzuner, , , Proceedings of the 2003 annual national conference on Digital government research,2003,5
